As of Date,Facility Name,County,"Population (Incarcerated population, current)","Population (Incarcerated population, 7-day diff)","Tests (Incarcerated population, cumulative)","Tests (Incarcerated population, 7-day diff)","Pending Tests (Incarcerated population, current)","Percent of Population Tested (Incarcerated population, 7-day period)","Confirmed Cases (Incarcerated population, cumulative)","Active Cases (Incarcerated population, current)","Hospitalizations (Incarcerated population, cumulative)","Red Patients (Incarcerated population, current)","Dark Red Patients (Incarcerated population, current)","Orange Patients (Incarcerated population, current)",Percent of Orange Patients in Population (Incarcerated population),"Resolved Cases (Incarcerated population, cumulative)","Cases Released while Active (Incarcerated population, cumulative)","Cases Released after Resolved (Incarcerated population, cumulative)","Resolved Cases in Custody (Incarcerated population, current)","Deaths (Incarcerated population, cumulative)","Fully Vaccinated (Incarcerated population, cumulative)","Fully Vaccinated (Incarcerated population, current)","Offered Vaccine (Incarcerated population, current)","
Percent of Population Fully Vaccinated (Incarcerated population)","Quarantined Cases (Incarcerated population, current)","Isolated Cases (Incarcerated population, current)","Bookings (Incarcerated population, cumulative)","Bookings (Incarcerated population, 1-day diff)","Released Cases (Incarcerated population, cumulative)","Test Refusals (Incarcerated population, 7-day diff)","Tests Administered in Custody (Incarcerated population, 7-day diff)","Test Refusals in Custody (Incarcerated population, 7-day diff)","Tests Administered at Intake (Incarcerated population, 7-day diff)","Test Refusals at Intake (Incarcerated population, 7-day diff)","Cases Confirmed in Custody (Incarcerated population, 7-day diff)","Cases Confirmed at Intake (Incarcerated population, 7-day diff)","Confirmed Cases (Incarcerated population, 7-day diff)"
6/2/21,SF County Jails,San Francisco County,816,25,,,,,150,0,,,,,,,,,7,,,,,,,,12159,24,143,,,,,,,,
6/3/21,SF County Jails,San Francisco County,795,2,,,,,150,0,,,,,,,,,7,,,,,,177,23,12182,23,143,,,,,,,,
6/4/21,SF County Jails,San Francisco County,778,-6,,,,,150,0,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/5/21,SF County Jails,San Francisco County,775,,18280,,,,150,0,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/7/21,SF County Jails,San Francisco County,808,1,,,,,150,0,,,,,,,,,7,,,,,,,,12295,113,143,,,,,,,,
6/8/21,SF County Jails,San Francisco County,797,-30,,,,,150,0,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/9/21,SF County Jails,San Francisco County,783,-33,,,,,150,0,,,,,,,,,7,,,,,,,,12353,58,143,,,,,,,,
6/10/21,SF County Jails,San Francisco County,785,-10,,,,,150,0,,,,,,,,,7,,,,,,150,21,,,143,,,,,,,,
6/11/21,SF County Jails,San Francisco County,772,-6,,,,,150,0,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/12/21,SF County Jails,San Francisco County,770,-5,18537,257,,33.38 ,150,0,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/14/21,SF County Jails,San Francisco County,799,-9,,,,,150,0,,,,,,,,,7,,,,,,,,12485,132,143,,,,,,,,
6/15/21,SF County Jails,San Francisco County,799,2,,,,,150,0,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/16/21,SF County Jails,San Francisco County,785,2,,,,,150,0,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/17/21,SF County Jails,San Francisco County,771,-14,,,,,150,0,,,,,,,,,7,,,,,,,,12573,88,143,,,,,,,,
6/18/21,SF County Jails,San Francisco County,763,-9,,,,,150,0,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/19/21,SF County Jails,San Francisco County,773,3,,,,,150,0,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/20/21,SF County Jails,San Francisco County,787,,,,,,150,0,,,,,,,,,7,,,,,,,,12657,84,143,,,,,,,,
6/21/21,SF County Jails,San Francisco County,809,10,,,,,150,0,,,,,,,,,7,,,,,,197,15,,,143,,,,,,,,
6/22/21,SF County Jails,San Francisco County,809,10,,,,,150,0,,,,,,,,,7,,,,,,,,12730,73,143,,,,,,,,
6/23/21,SF County Jails,San Francisco County,810,25,,,,,150,0,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/24/21,SF County Jails,San Francisco County,787,16,,,,,150,,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/25/21,SF County Jails,San Francisco County,769,6,,,,,150,,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/26/21,SF County Jails,San Francisco County,774,1,19116,,,,150,,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/27/21,SF County Jails,San Francisco County,788,1,,,,,150,,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/28/21,SF County Jails,San Francisco County,810,1,,,,,151,1,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/29/21,SF County Jails,San Francisco County,803,-6,,,,,152,2,,,,,,,,,7,,,,,,,,,,143,,,,,,,,
6/30/21,SF County Jails,San Francisco County,790,-20,,,,,153,3,,,,,,,,,6,,,,,,,,,,144,,,,,,,,
7/1/21,SF County Jails,San Francisco County,778,-9,,,,,153,,,,,,,,,,,,,,,,190,21,,,,,,,,,,,
7/2/21,SF County Jails,San Francisco County,756,-13,,,,,154,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/21,SF County Jails,San Francisco County,747,-27,19382,266,,35.61 ,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/21,SF County Jails,San Francisco County,764,-24,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/21,SF County Jails,San Francisco County,781,-29,,,,,154,,,,,,,,,,,,,,,,,,13100,370,,,,,,,,,
7/6/21,SF County Jails,San Francisco County,796,-7,,,,,154,3,,,,,,,,,5,,,,,,,,13117,17,146,,,,,,,,
7/7/21,SF County Jails,San Francisco County,775,-15,,,,,155,4,,,,,,,,,4,,,,,,,,,,147,,,,,,,,
7/8/21,SF County Jails,San Francisco County,769,-9,,,,,155,4,,,,,,,,,4,,,,,,176,20,13180,63,147,,,,,,,,
7/9/21,SF County Jails,San Francisco County,769,13,,,,,155,4,,,,,,,,,4,,,,,,,,,,147,,,,,,,,
7/10/21,SF County Jails,San Francisco County,766,19,19635,253,,33.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/21,SF County Jails,San Francisco County,762,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/21,SF County Jails,San Francisco County,775,-6,,,,,,,,,,,,,,,,,,,,,,,13278,98,,,,,,,,,
7/13/21,SF County Jails,San Francisco County,773,-23,,,,,158,3,,,,,,,,,7,,,,,,,,13346,68,148,,,,,,,,
7/14/21,SF County Jails,San Francisco County,782,7,,,,,158,,,,,,,,,,7,,,,,,,,,,,,,,,,,,
7/15/21,SF County Jails,San Francisco County,773,4,,,,,158,1,,,,,,,,,7,,,,,,181,11,13362,16,150,,,,,,,,
7/16/21,SF County Jails,San Francisco County,752,-17,,,,,159,1,,,,,,,,,7,,,,,,,,,,151,,,,,,,,
7/17/21,SF County Jails,San Francisco County,744,-22,19911,276,,37.10 ,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,
7/18/21,SF County Jails,San Francisco County,761,-1,,,,,,,,,,,,,,,7,,,,,,,,13448,86,,,,,,,,,
7/19/21,SF County Jails,San Francisco County,775,0,,,,,161,3,,,,,,,,,7,,,,,,,,13468,20,151,,,,,,,,
7/20/21,SF County Jails,San Francisco County,764,-9,,,,,161,1,,,,,,,,,8,,,,,,,,13495,27,152,,,,,,,,
7/21/21,SF County Jails,San Francisco County,751,-31,,,,,161,1,,,,,,,,,8,,,,,,,,,,152,,,,,,,,
7/22/21,SF County Jails,San Francisco County,753,-20,,,,,161,1,,,,,,,,,8,,,,,,176,14,13565,70,152,,,,,,,,
7/23/21,SF County Jails,San Francisco County,753,1,,,,,162,1,,,,,,,,,8,,,,,,,,,,152,,,,,,,,
7/24/21,SF County Jails,San Francisco County,761,17,20167,256,,33.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/21,SF County Jails,San Francisco County,786,11,,,,,162,1,,,,,,,,,8,,,,,,,,13678,113,152,,,,,,,,
7/27/21,SF County Jails,San Francisco County,782,18,,,,,164,2,,,,,,,,,8,,,,,,,,13706,28,152,,,,,,,,
7/28/21,SF County Jails,San Francisco County,775,24,,,,,164,2,,,,,,,,,8,,,,,,,,13738,32,152,,,,,,,,
7/29/21,SF County Jails,San Francisco County,760,7,,,,,165,3,,,,,,,,,9,,,,,,133,26,,,153,,,,,,,,
7/31/21,SF County Jails,San Francisco County,746,-15,20427,260,,34.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/21,SF County Jails,San Francisco County,767,,,,,,,3,,,,,,,,,12,,,,,,,,,,,,,,,,,,
8/2/21,SF County Jails,San Francisco County,791,5,,,,,169,3,,,,,,,,,12,,,,,,,,13857,119,154,,,,,,,,
8/3/21,SF County Jails,San Francisco County,786,4,,,,,174,5,,,,,,,,,12,,,,,,,,13901,44,157,,,,,,,,
8/4/21,SF County Jails,San Francisco County,777,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/21,SF County Jails,San Francisco County,777,17,,,,,,,,,,,,,,,,,,,,,144,63,,,,,,,,,,,
8/6/21,SF County Jails,San Francisco County,770,,,,,,175,6,,,,,,,,,11,,,,,,,,,,158,,,,,,,,
8/8/21,SF County Jails,San Francisco County,765,-2,,,,,175,6,,,,,,,,,11,,,,,,,,14038,137,158,,,,,,,,
8/9/21,SF County Jails,San Francisco County,785,-6,,,,,175,6,,,,,,,,,11,,,,,,,,14059,21,158,,,,,,,,
8/10/21,SF County Jails,San Francisco County,788,2,,,,,180,11,,,,,,,,,11,,,,,,,,14086,27,158,,,,,,,,
8/11/21,SF County Jails,San Francisco County,772,-5,,,,,180,10,,,,,,,,,11,,,,,,,,,,158,,,,,,,,
8/12/21,SF County Jails,San Francisco County,772,-5,,,,,180,,,,,,,,,,11,,,,,,135,171,,,,,,,,,,,
8/13/21,SF County Jails,San Francisco County,771,1,,,,,180,8,,,,,,,,,11,,,,,,,,,,161,,,,,,,,
8/14/21,SF County Jails,San Francisco County,776,,21457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/21,SF County Jails,San Francisco County,813,28,,,,,184,,,,,,,,,,,,,,,,,,14255,169,,,,,,,,,
8/17/21,SF County Jails,San Francisco County,797,9,,,,,184,7,,,,,,,,,13,,,,,,,,14282,27,164,,,,,,,,
8/18/21,SF County Jails,San Francisco County,794,22,,,,,185,4,,,,,,,,,15,,,,,,,,14319,37,166,,,,,,,,
8/19/21,SF County Jails,San Francisco County,792,20,,,,,185,4,,,,,,,,,15,,,,,,139,229,14354,35,166,,,,,,,,
8/20/21,SF County Jails,San Francisco County,789,18,,,,,190,6,,,,,,,,,15,,,,,,,,,,169,,,,,,,,
8/21/21,SF County Jails,San Francisco County,787,11,21928,471,,59.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/21,SF County Jails,San Francisco County,792,,,,,,190,6,,,,,,,,,15,,,,,,,,14432,78,169,,,,,,,,
8/23/21,SF County Jails,San Francisco County,811,-2,,,,,190,6,,,,,,,,,15,,,,,,,,,,169,,,,,,,,
8/24/21,SF County Jails,San Francisco County,811,14,,,,,190,5,,,,,,,,,15,,,,,,,,14495,63,170,,,,,,,,
8/25/21,SF County Jails,San Francisco County,795,1,,,,,190,5,,,,,,,,,15,,,,,,,,,,170,,,,,,,,
8/26/21,SF County Jails,San Francisco County,787,-5,,,,,190,5,,,,,,,,,15,,,,,,161,77,14548,53,170,,,,,,,,
8/27/21,SF County Jails,San Francisco County,780,-9,,,,,191,5,,,,,,,,,15,,,,,,,,,,171,,,,,,,,
8/28/21,SF County Jails,San Francisco County,786,-1,22385,457,,58.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/21,SF County Jails,San Francisco County,798,6,,,,,,,,,,,,,,,,,,,,,,,14649,101,,,,,,,,,
8/30/21,SF County Jails,San Francisco County,818,7,,,,,192,2,,,,,,,,,16,,,,,,,,,,174,,,,,,,,
8/31/21,SF County Jails,San Francisco County,806,-5,,,,,,,,,,,,,,,16,,,,,,,,14714,68,,,,,,,,,
9/1/21,SF County Jails,San Francisco County,801,6,,,,,193,2,,,,,,,,,16,,,,,,,,14743,29,175,,,,,,,,
9/2/21,SF County Jails,San Francisco County,793,6,,,,,194,3,,,,,,,,,16,,,,,,178,40,14778,35,175,,,,,,,,
9/3/21,SF County Jails,San Francisco County,796,16,,,,,194,3,,,,,,,,,16,,,,,,,,,,175,,,,,,,,
9/4/21,SF County Jails,San Francisco County,788,2,22764,379,,48.10 ,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,
9/6/21,SF County Jails,San Francisco County,823,5,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,
9/7/21,SF County Jails,San Francisco County,839,33,,,,,,,,,,,,,,,16,,,,,,,,14921,143,,,,,,,,,
9/8/21,SF County Jails,San Francisco County,839,38,,,,,195,3,,,,,,,,,16,,,,,,,,,,176,,,,,,,,
9/9/21,SF County Jails,San Francisco County,820,27,,,,,,,,,,,,,,,,,,,,,200,34,14986,65,,,,,,,,,
9/10/21,SF County Jails,San Francisco County,812,16,,,,,197,1,,,,,,,,,18,,,,,,,,,,178,,,,,,,,
9/11/21,SF County Jails,San Francisco County,822,34,23134,370,,45.01 ,,,,,,,,,,,18,,,,,,,,,,178,,,,,,,,
9/13/21,SF County Jails,San Francisco County,838,15,,,,,,,,,,,,,,,18,,,,,,,,15103,117,178,,,,,,,,
9/14/21,SF County Jails,San Francisco County,838,-1,,,,,199,3,,,,,,,,,18,,,,,,,,15132,29,178,,,,,,,,
9/15/21,SF County Jails,San Francisco County,818,-21,,,,,199,3,,,,,,,,,18,,,,,,,,,,178,,,,,,,,
9/16/21,SF County Jails,San Francisco County,836,16,,,,,,,,,,,,,,,18,,,,,,175,27,15192,60,,,,,,,,,
9/17/21,SF County Jails,San Francisco County,825,13,,,,,200,1,,,,,,,,,18,,,,,,,,,,,,,,,,,,
9/18/21,SF County Jails,San Francisco County,813,-9,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/21,SF County Jails,San Francisco County,843,,23509,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/21,SF County Jails,San Francisco County,854,16,,,,,200,,,,,,,,,,,,,,,,,,15311,119,,,,,,,,,
9/21/21,SF County Jails,San Francisco County,848,10,,,,,200,0,,,,,,,,,17,,,,,,,,,,183,,,,,,,,
9/22/21,SF County Jails,San Francisco County,832,14,,,,,200,0,,,,,,,,,17,,,,,,,,,,183,,,,,,,,
9/23/21,SF County Jails,San Francisco County,825,-11,,,,,200,0,,,,,,,,,17,,,,,,144,22,15460,149,183,,,,,,,,
9/24/21,SF County Jails,San Francisco County,827,2,,,,,200,0,,,,,,,,,17,,,,,,,,,,183,,,,,,,,
9/25/21,SF County Jails,San Francisco County,830,17,23859,,,,200,0,,,,,,,,,17,,,,,,,,,,183,,,,,,,,
9/26/21,SF County Jails,San Francisco County,834,-9,,,,,200,0,,,,,,,,,17,,,,,,,,15476,16,183,,,,,,,,
9/27/21,SF County Jails,San Francisco County,856,2,,,,,200,0,,,,,,,,,17,,,,,,,,,,183,,,,,,,,
9/28/21,SF County Jails,San Francisco County,842,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/21,SF County Jails,San Francisco County,829,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/21,SF County Jails,San Francisco County,824,-1,,,,,,,,,,,,,,,,,,,,,147,35,15604,128,,,,,,,,,
10/1/21,SF County Jails,San Francisco County,824,-3,,,,,203,3,,,,,,,,,15,,,,,,,,,,185,,,,,,,,
10/2/21,SF County Jails,San Francisco County,822,-8,24141,282,,34.31 ,203,3,,,,,,,,,15,,,,,,,,,,,,,,,,,,
10/3/21,SF County Jails,San Francisco County,840,6,,,,,203,3,,,,,,,,,15,,,,,,,,,,,,,,,,,,
10/4/21,SF County Jails,San Francisco County,851,-5,,,,,204,3,,,,,,,,,15,,,,,,,,,,,,,,,,,,
10/5/21,SF County Jails,San Francisco County,836,-6,,,,,,,,,,,,,,,15,,,,,,,,15724,138,,,,,,,,,
10/6/21,SF County Jails,San Francisco County,822,-7,,,,,205,4,,,,,,,,,15,,,,,,,,,,186,,,,,,,,
10/7/21,SF County Jails,San Francisco County,829,5,,,,,207,6,,,,,,,,,15,,,,,,147,56,15797,73,186,,,,,,,,
10/8/21,SF County Jails,San Francisco County,832,8,,,,,207,6,,,,,,,,,15,,,,,,,,,,186,,,,,,,,
10/16/21,SF County Jails,San Francisco County,812,,24189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/21,SF County Jails,San Francisco County,834,,,,,,,,,,,,,,,,,,,,,,,,16086,289,,,,,,,,,
10/19/21,SF County Jails,San Francisco County,825,,,,,,215,6,,,,,,,,,19,,,,,,,,,,190,,,,,,,,
10/21/21,SF County Jails,San Francisco County,835,,,,,,,,,,,,,,,,,,,,,,113,35,,,,,,,,,,,
10/24/21,SF County Jails,San Francisco County,834,,,,,,,,,,,,,,,,,,,,,,,,16252,166,,,,,,,,,
10/25/21,SF County Jails,San Francisco County,840,6,,,,,217,3,,,,,,,,,22,,,,,,,,,,192,,,,,,,,
10/28/21,SF County Jails,San Francisco County,819,-16,,,,,217,,,,,,,,,,,,,,,,153,31,,,,,,,,,,,
10/29/21,SF County Jails,San Francisco County,821,,24710,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/21,SF County Jails,San Francisco County,808,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/21,SF County Jails,San Francisco County,831,-3,,,,,217,,,,,,,,,,,,,,,,,,16463,211,,,,,,,,,
11/1/21,SF County Jails,San Francisco County,847,7,,,,,217,0,,,,,,,,,24,,,,,,,,,,193,,,,,,,,
11/2/21,SF County Jails,San Francisco County,836,,,,,,,0,,,,,,,,,24,,,,,,,,16510,47,,,,,,,,,
11/3/21,SF County Jails,San Francisco County,817,,,,,,219,0,,,,,,,,,24,,,,,,,,16539,29,195,,,,,,,,
11/4/21,SF County Jails,San Francisco County,828,9,,,,,219,0,,,,,,,,,24,,,,,,,,16580,41,195,,,,,,,,
11/5/21,SF County Jails,San Francisco County,821,0,,,,,219,0,,,,,,,,,24,,,,,,,,,,195,,,,,,,,
11/6/21,SF County Jails,San Francisco County,826,18,25099,,,,219,0,,,,,,,,,24,,,,,,,,,,195,,,,,,,,
11/8/21,SF County Jails,San Francisco County,867,20,,,,,219,0,,,,,,,,,24,,,,,,,,16699,,195,,,,,,,,
11/9/21,SF County Jails,San Francisco County,853,17,,,,,219,0,,,,,,,,,24,,,,,,,,16719,20,195,,,,,,,,
11/10/21,SF County Jails,San Francisco County,830,13,,,,,219,0,,,,,,,,,21,,,,,,,,,,198,,,,,,,,
11/12/21,SF County Jails,San Francisco County,831,10,,,,,219,0,,,,,,,,,21,,,,,,168,21,,,198,,,,,,,,
11/13/21,SF County Jails,San Francisco County,819,-7,25404,305,,37.24 ,219,0,,,,,,,,,21,,,,,,,,,,198,,,,,,,,
11/14/21,SF County Jails,San Francisco County,836,,,,,,219,0,,,,,,,,,21,,,,,,,,16853,,198,,,,,,,,
11/15/21,SF County Jails,San Francisco County,852,-15,,,,,219,0,,,,,,,,,21,,,,,,,,16877,24,198,,,,,,,,
11/16/21,SF County Jails,San Francisco County,852,-1,,,,,219,0,,,,,,,,,21,,,,,,,,,,198,,,,,,,,
11/17/21,SF County Jails,San Francisco County,832,2,,,,,219,0,,,,,,,,,,,,,,,158,,16936,,,,,,,,,,
11/18/21,SF County Jails,San Francisco County,825,,,,,,219,0,,,,,,,,,18,,,,,,,23,,,201,,,,,,,,
11/19/21,SF County Jails,San Francisco County,812,-19,,,,,219,0,,,,,,,,,18,,,,,,,,,,201,,,,,,,,
11/20/21,SF County Jails,San Francisco County,829,10,25759,355,,42.82 ,219,0,,,,,,,,,18,,,,,,,,,,201,,,,,,,,
11/21/21,SF County Jails,San Francisco County,855,19,,,,,219,0,,,,,,,,,18,,,,,,,,,,201,,,,,,,,
11/22/21,SF County Jails,San Francisco County,872,20,,,,,219,0,,,,,,,,,18,,,,,,,,,,201,,,,,,,,
11/23/21,SF County Jails,San Francisco County,859,7,,,,,219,0,,,,,,,,,18,,,,,,,,17102,,201,,,,,,,,
11/24/21,SF County Jails,San Francisco County,836,4,,,,,219,0,,,,,,,,,18,,,,,,,,,,201,,,,,,,,
11/27/21,SF County Jails,San Francisco County,874,45,26116,357,,40.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/21,SF County Jails,San Francisco County,872,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/21,SF County Jails,San Francisco County,888,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/21,SF County Jails,San Francisco County,852,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/21,SF County Jails,San Francisco County,849,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/21,SF County Jails,San Francisco County,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/21,SF County Jails,San Francisco County,865,,,,,,221,2,,,,,,,,,15,,,,,,,,17347,,204,,,,,,,,
12/4/21,SF County Jails,San Francisco County,856,-18,26492,376,,43.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/21,SF County Jails,San Francisco County,867,18,,,,,,,,,,,,,,,,,,,,,192,14,17591,,,,,,,,,,
12/10/21,SF County Jails,San Francisco County,885,20,,,,,222,1,,,,,,,,,16,,,,,,,,,,205,,,,,,,,
12/15/21,SF County Jails,San Francisco County,879,,26850,,,,222,1,,,,,,,,,16,,,,,,192,14,17713,,205,,,,,,,,
12/16/21,SF County Jails,San Francisco County,861,-6,,,,,225,2,,,,,,,,,17,,,,,,192,14,,,206,,,,,,,,
12/17/21,SF County Jails,San Francisco County,851,-34,,,,,225,1,,,,,,,,,18,,,,,,178,29,17768,55,206,,,,,,,,
12/18/21,SF County Jails,San Francisco County,852,,,,,,225,1,,,,,,,,,18,,,,,,,,,,206,,,,,,,,
12/19/21,SF County Jails,San Francisco County,853,,,,,,225,1,,,,,,,,,18,,,,,,,,,,206,,,,,,,,
12/20/21,SF County Jails,San Francisco County,868,,,,,,225,1,,,,,,,,,18,,,,,,,,,,206,,,,,,,,
12/21/21,SF County Jails,San Francisco County,873,,,,,,226,1,,,,,,,,,19,,,,,,,,17870,102,206,,,,,,,,
12/22/21,SF County Jails,San Francisco County,858,-21,27188,338,,39.39 ,227,1,,,,,,,,,19,,,,,,,,17930,60,207,,,,,,,,
12/23/21,SF County Jails,San Francisco County,853,-8,,,,,229,4,,,,,,,,,19,,,,,,,,,,206,,,,,,,,
12/24/21,SF County Jails,San Francisco County,830,-21,,,,,229,4,,,,,,,,,19,,,,,,,,,,206,,,,,,,,
12/25/21,SF County Jails,San Francisco County,,,27491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/21,SF County Jails,San Francisco County,855,2,,,,,235,4,,,,,,,,,19,,,,,,,,18002,72,212,,,,,,,,
12/27/21,SF County Jails,San Francisco County,865,-3,,,,,235,8,,,,,,,,,19,,,,,,,,,,208,,,,,,,,
12/28/21,SF County Jails,San Francisco County,863,-10,,,,,238,8,,,,,,,,,17,,,,,,,,18021,19,213,,,,,,,,
12/29/21,SF County Jails,San Francisco County,847,-11,,,,,238,8,,,,,,,,,17,,,,,,,,,,213,,,,,,,,
12/30/21,SF County Jails,San Francisco County,850,-3,,,,,,,,,,,,,,,,,,,,,,,18115,94,,,,,,,,,
12/31/21,SF County Jails,San Francisco County,846,16,,,,,245,12,,,,,,,,,18,,,,,,,,,,215,,,,,,,,
1/1/22,SF County Jails,San Francisco County,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/22,SF County Jails,San Francisco County,889,34,27929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/22,SF County Jails,San Francisco County,914,49,,,,,,,,,,,,,,,,,,,,,,,18225,,,,,,,,,,
1/4/22,SF County Jails,San Francisco County,902,39,,,,,245,12,,,,,,,,,18,,,,,,,,,,215,,,,,,,,
1/5/22,SF County Jails,San Francisco County,873,26,,,,,260,15,,,,,,,,,17,,,,,,178,29,18249,,228,,,,,,,,
1/6/22,SF County Jails,San Francisco County,864,14,,,,,265,15,,,,,,,,,20,,,,,,88,147,18272,23,230,,,,,,,,
1/7/22,SF County Jails,San Francisco County,855,9,,,,,270,16,,,,,,,,,21,,,,,,,,,,233,,,,,,,,
1/8/22,SF County Jails,San Francisco County,856,-22,28483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/22,SF County Jails,San Francisco County,868,-21,,,,,,,,,,,,,,,,,,,,,,,18364,,,,,,,,,,
1/10/22,SF County Jails,San Francisco County,880,-34,,,,,283,26,,,,,,,,,21,,,,,,,,18382,18,236,,,,,,,,
1/11/22,SF County Jails,San Francisco County,870,-32,,,,,290,23,,,,,,,,,24,,,,,,,,18407,25,243,,,,,,,,
1/12/22,SF County Jails,San Francisco County,854,-19,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/22,SF County Jails,San Francisco County,862,-2,,,,,311,31,,,,,,,,,23,,,,,,187,108,18455,,257,,,,,,,,
1/14/22,SF County Jails,San Francisco County,868,13,,,,,317,35,,,,,,,,,23,,,,,,,,,,259,,,,,,,,
1/15/22,SF County Jails,San Francisco County,864,8,29022,539,,62.38 ,326,36,,,,,,,,,29,,,,,,,,,,261,,,,,,,,
1/16/22,SF County Jails,San Francisco County,871,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/22,SF County Jails,San Francisco County,890,10,,,,,,36,,,,,,,,,29,,,,,,,,18557,,,,,,,,,,
1/18/22,SF County Jails,San Francisco County,907,37,,,,,326,,,,,,,,,,,,,,,,,,18579,22,,,,,,,,,
1/19/22,SF County Jails,San Francisco County,903,49,,,,,337,36,,,,,,,,,32,,,,,,,,18595,16,269,,,,,,,,
1/20/22,SF County Jails,San Francisco County,879,17,,,,,341,29,,,,,,,,,32,,,,,,155,91,18626,31,280,,,,,,,,
1/21/22,SF County Jails,San Francisco County,867,-1,,,,,341,29,,,,,,,,,32,,,,,,,,,,280,,,,,,,,
1/22/22,SF County Jails,San Francisco County,856,-8,29520,498,,58.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/22,SF County Jails,San Francisco County,871,0,,,,,,,,,,,,,,,,,,,,,,,18702,,,,,,,,,,
1/24/22,SF County Jails,San Francisco County,885,-5,,,,,346,26,,,,,,,,,40,,,,,,,,18726,24,280,,,,,,,,
1/25/22,SF County Jails,San Francisco County,878,-29,,,,,355,22,,,,,,,,,42,,,,,,,,18754,28,291,,,,,,,,
1/26/22,SF County Jails,San Francisco County,871,-32,,,,,351,21,,,,,,,,,44,,,,,,,,18782,28,286,,,,,,,,
1/27/22,SF County Jails,San Francisco County,855,-24,,,,,360,19,,,,,,,,,44,,,,,,100,103,18812,30,297,,,,,,,,
1/28/22,SF County Jails,San Francisco County,850,-17,,,,,360,19,,,,,,,,,44,,,,,,,,,,297,,,,,,,,
1/29/22,SF County Jails,San Francisco County,853,-3,29944,424,,49.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/22,SF County Jails,San Francisco County,867,-4,,,,,,,,,,,,,,,,,,,,,,,18894,,,,,,,,,,
1/31/22,SF County Jails,San Francisco County,885,0,,,,,364,18,,,,,,,,,41,,,,,,,,18913,19,305,,,,,,,,
