As of Date,Facility Name,County,"Population (Incarcerated population, current)","Population (Incarcerated population, 7-day diff)","Tests (Incarcerated population, cumulative)","Tests (Incarcerated population, 7-day diff)","Pending Tests (Incarcerated population, current)","Percent of Population Tested (Incarcerated population, 7-day period)","Confirmed Cases (Incarcerated population, cumulative)","Active Cases (Incarcerated population, current)","Hospitalizations (Incarcerated population, cumulative)","Red Patients (Incarcerated population, current)","Dark Red Patients (Incarcerated population, current)","Orange Patients (Incarcerated population, current)",Percent of Orange Patients in Population (Incarcerated population),"Resolved Cases (Incarcerated population, cumulative)","Cases Released while Active (Incarcerated population, cumulative)","Cases Released after Resolved (Incarcerated population, cumulative)","Resolved Cases in Custody (Incarcerated population, current)","Deaths (Incarcerated population, cumulative)","Fully Vaccinated (Incarcerated population, cumulative)","Fully Vaccinated (Incarcerated population, current)","Offered Vaccine (Incarcerated population, current)","
Percent of Population Fully Vaccinated (Incarcerated population)","Quarantined Cases (Incarcerated population, current)","Isolated Cases (Incarcerated population, current)","Bookings (Incarcerated population, cumulative)","Bookings (Incarcerated population, 1-day diff)","Released Cases (Incarcerated population, cumulative)","Test Refusals (Incarcerated population, 7-day diff)","Tests Administered in Custody (Incarcerated population, 7-day diff)","Test Refusals in Custody (Incarcerated population, 7-day diff)","Tests Administered at Intake (Incarcerated population, 7-day diff)","Test Refusals at Intake (Incarcerated population, 7-day diff)","Cases Confirmed in Custody (Incarcerated population, 7-day diff)","Cases Confirmed at Intake (Incarcerated population, 7-day diff)","Confirmed Cases (Incarcerated population, 7-day diff)"
3/1/20,Santa Rita Jail,Alameda County,2597,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/2/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/3/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/4/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/5/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/6/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/7/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/8/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/9/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/10/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/11/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/12/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/13/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/14/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/15/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/16/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/17/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/18/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/19/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/20/20,Santa Rita Jail,Alameda County,2343,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/21/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/22/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/23/20,Santa Rita Jail,Alameda County,2229,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/24/20,Santa Rita Jail,Alameda County,2217,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/25/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/26/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/27/20,Santa Rita Jail,Alameda County,2171,-172,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/28/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/29/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/30/20,Santa Rita Jail,Alameda County,2149,-80,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
3/31/20,Santa Rita Jail,Alameda County,2132,-85,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/1/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/2/20,Santa Rita Jail,Alameda County,,,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/3/20,Santa Rita Jail,Alameda County,2068,-103,,,,,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/4/20,Santa Rita Jail,Alameda County,,,,,,,1,1,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/5/20,Santa Rita Jail,Alameda County,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/6/20,Santa Rita Jail,Alameda County,2033,-116,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/7/20,Santa Rita Jail,Alameda County,2012,-120,,,,,3,3,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/8/20,Santa Rita Jail,Alameda County,1983,,52,,7,,11,11,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/9/20,Santa Rita Jail,Alameda County,1979,,52,,6,,12,12,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/10/20,Santa Rita Jail,Alameda County,1963,-105,54,,2,,15,15,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/11/20,Santa Rita Jail,Alameda County,1914,,57,,4,,15,15,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/12/20,Santa Rita Jail,Alameda County,1925,,58,,3,,15,14,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/13/20,Santa Rita Jail,Alameda County,1929,-104,73,,16,,15,9,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/14/20,Santa Rita Jail,Alameda County,1896,-116,74,,17,,15,9,0,26,,,,,,,,0,,,,,,,,,,,,,,,,,
4/15/20,Santa Rita Jail,Alameda County,1801,-182,77,25,4,1.39 ,27,14,0,18,,,,,,,,0,,,,,,,,,,,,,,,,,
4/16/20,Santa Rita Jail,Alameda County,1796,-183,77,25,4,1.39 ,27,13,0,20,,,,,,,,0,,,,,,,,,,,,,,,,,
4/17/20,Santa Rita Jail,Alameda County,1811,-152,81,27,7,1.49 ,28,14,0,23,,,,,,,,0,,,,,,,,,,,,,,,,,
4/18/20,Santa Rita Jail,Alameda County,1811,-103,84,27,4,1.49 ,31,15,0,21,,,,,,,,0,,,,,,,,,,,,,,,,,
4/19/20,Santa Rita Jail,Alameda County,1763,-162,87,29,6,1.64 ,31,15,0,21,,,,,,,,0,,,,,,,,,,,,,,,,,
4/20/20,Santa Rita Jail,Alameda County,1775,-154,87,14,3,0.79 ,32,16,0,23,,,,,,,,0,,,,,,,,,,,,,,,,,
4/21/20,Santa Rita Jail,Alameda County,1773,-123,93,19,4,1.07 ,33,16,0,23,,,,,,,,0,,,,,,,,,,,,,,,,,
4/22/20,Santa Rita Jail,Alameda County,1751,-50,93,16,6,0.91 ,33,15,0,24,,,,,,,,0,,,,,,,,,,,,,,,,,
4/23/20,Santa Rita Jail,Alameda County,1745,-51,95,18,3,1.03 ,33,8,0,13,,,,17,1,2,15,0,,,,,,,,,,,,,,,,,
4/24/20,Santa Rita Jail,Alameda County,1763,-48,103,22,9,1.25 ,33,8,0,10,,,,,,,,0,,,,,,,,,,,,,,,,,
4/25/20,Santa Rita Jail,Alameda County,1726,-85,106,22,11,1.27 ,33,8,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
4/26/20,Santa Rita Jail,Alameda County,1738,-25,106,19,3,1.09 ,34,9,0,12,,,,,,,,0,,,,,,,,,,,,,,,,,
4/27/20,Santa Rita Jail,Alameda County,1746,-29,106,19,1,1.09 ,35,9,0,16,,,,,,,,0,,,,,,,,,,,,,,,,,
4/28/20,Santa Rita Jail,Alameda County,1746,-27,109,16,3,0.92 ,35,9,0,14,,,,,,,,0,,,,,,,,,,,,,,,,,
4/29/20,Santa Rita Jail,Alameda County,1757,6,111,18,5,1.02 ,35,9,0,20,,,,,,,,0,,,,,,,,,,,,,,,,,
4/30/20,Santa Rita Jail,Alameda County,1757,12,112,17,3,0.97 ,36,8,0,18,,57,,,,,,0,,,,,,,,,,,,,,,,,
5/1/20,Santa Rita Jail,Alameda County,1753,-10,119,16,8,0.91 ,36,6,0,18,,55,3.14,,,,,0,,,,,,,,,,,,,,,,,
5/2/20,Santa Rita Jail,Alameda County,1752,26,120,14,7,0.80 ,36,4,0,13,,54,3.08,,,,,0,,,,,,,,,,,,,,,,,
5/3/20,Santa Rita Jail,Alameda County,1760,22,121,15,3,0.85 ,36,3,0,13,,56,3.18,,,,,0,,,,,,,,,,,,,,,,,
5/4/20,Santa Rita Jail,Alameda County,1773,27,121,15,2,0.85 ,36,3,0,13,,58,3.27,,,,,0,,,,,,,,,,,,,,,,,
5/5/20,Santa Rita Jail,Alameda County,1775,29,126,17,5,0.96 ,36,2,0,12,,60,3.38,,,,,0,,,,,,,,,,,,,,,,,
5/6/20,Santa Rita Jail,Alameda County,1746,-11,127,16,3,0.92 ,36,2,0,8,,57,3.26,,,,,0,,,,,,,,,,,,,,,,,
5/7/20,Santa Rita Jail,Alameda County,1742,-15,160,48,34,2.76 ,36,2,0,7,,60,3.44,,,,,0,,,,,,,,,,,,,,,,,
5/8/20,Santa Rita Jail,Alameda County,1750,-3,160,41,28,2.34 ,38,4,0,10,,62,3.54,,,,,0,,,,,,,,,,,,,,,,,
5/9/20,Santa Rita Jail,Alameda County,1732,-20,165,45,7,2.60 ,47,11,0,16,,65,3.75,,,,,0,,,,,,,,,,,,,,,,,
5/10/20,Santa Rita Jail,Alameda County,1750,-10,167,46,3,2.63 ,49,13,0,21,,65,3.71,,,,,0,,,,,,,,,,,,,,,,,
5/11/20,Santa Rita Jail,Alameda County,1764,-9,167,46,2,2.61 ,50,14,0,28,,64,3.63,,,,,0,,,,,,,,,,,,,,,,,
5/12/20,Santa Rita Jail,Alameda County,1760,-15,177,51,12,2.90 ,50,14,0,30,,66,3.75,35,1,2,33,0,,,,,,,,,,,,,,,,,
5/13/20,Santa Rita Jail,Alameda County,1750,4,189,62,10,3.54 ,53,16,0,28,,63,3.6,,,,,0,,,,,,,,,,,,,,,,,
5/14/20,Santa Rita Jail,Alameda County,1751,9,195,35,7,2.00 ,53,16,0,23,,66,3.77,,,,,0,,,,,,,,,,,,,,,,,
5/15/20,Santa Rita Jail,Alameda County,1761,11,195,35,1,1.99 ,53,16,0,18,,70,3.98,,,,,0,,,,,,,,,,,,,,,,,
5/16/20,Santa Rita Jail,Alameda County,1747,15,197,32,2,1.83 ,53,14,0,19,,77,4.41,,,,,0,,,,,,,,,,,,,,,,,
5/17/20,Santa Rita Jail,Alameda County,1765,15,218,51,23,2.89 ,53,14,0,21,,70,3.97,,,,,0,,,,,,,,,,,,,,,,,
5/18/20,Santa Rita Jail,Alameda County,1760,-4,219,52,5,2.95 ,54,15,0,22,,70,3.98,,,,,0,,,,,,,,,,,,,,,,,
5/19/20,Santa Rita Jail,Alameda County,1763,3,245,68,28,3.86 ,54,4,0,14,,69,3.91,,,,,0,,,,,,,,,,,,,,,,,
5/20/20,Santa Rita Jail,Alameda County,,,272,83,28,,54,4,0,13,,70,,,,,,0,,,,,,,,,,,,,,,,,
5/21/20,Santa Rita Jail,Alameda County,1762,11,364,169,100,9.59 ,54,4,0,15,,75,4.26,,,,,0,,,,,,,,,,,,,,,,,
5/22/20,Santa Rita Jail,Alameda County,1772,11,454,259,187,14.62 ,54,2,0,15,,73,4.12,,,,,0,,,,,,,,,,,,,,,,,
5/23/20,Santa Rita Jail,Alameda County,1769,22,465,268,110,15.15 ,54,2,0,15,,71,4.01,,,,,0,,,,,,,,,,,,,,,,,
5/24/20,Santa Rita Jail,Alameda County,1669,-96,485,267,43,16.00 ,54,2,0,13,,67,4.01,,,,,0,,,,,,,,,,,,,,,,,
5/25/20,Santa Rita Jail,Alameda County,1796,36,485,266,42,14.81 ,54,2,0,14,,69,3.84,,,,,0,,,,,,,,,,,,,,,,,
5/26/20,Santa Rita Jail,Alameda County,1811,48,512,267,68,14.74 ,54,2,0,18,,70,3.87,,,,,0,,,,,,,,,,,,,,,,,
5/27/20,Santa Rita Jail,Alameda County,1802,,533,261,53,14.48 ,55,2,0,16,,70,3.88,,,,,0,,,,,,,,,,,,,,,,,
5/28/20,Santa Rita Jail,Alameda County,1815,53,564,200,51,11.02 ,56,2,0,17,,73,4.02,,,,,0,,,,,,,,,,,,,,,,,
5/29/20,Santa Rita Jail,Alameda County,1731,-41,583,129,43,7.45 ,57,3,0,18,,73,4.22,,,,,0,,,,,,,,,,,,,,,,,
5/30/20,Santa Rita Jail,Alameda County,,,607,142,41,,57,2,0,13,,76,,,,,,0,,,,,,,,,,,,,,,,,
5/31/20,Santa Rita Jail,Alameda County,1812,143,630,145,43,8.00 ,57,2,0,13,,77,4.25,,,,,0,,,,,,,,,,,,,,,,,
6/1/20,Santa Rita Jail,Alameda County,1850,54,630,145,13,7.84 ,57,2,0,12,,77,4.16,,,,,0,,,,,,,,,,,,,,,,,
6/2/20,Santa Rita Jail,Alameda County,1908,97,658,146,37,7.65 ,57,1,0,12,,79,4.14,,,,,0,,,,,,,,,,,,,,,,,
6/3/20,Santa Rita Jail,Alameda County,1866,64,672,139,24,7.45 ,57,0,0,13,,80,4.29,50,6,2,48,0,,,,,,,,,,,,,,,,,
6/4/20,Santa Rita Jail,Alameda County,1826,11,708,144,19,7.89 ,57,0,0,15,,82,4.49,,,,,0,,,,,,,,,,,,,,,,,
6/5/20,Santa Rita Jail,Alameda County,1825,94,753,170,49,9.32 ,57,0,0,13,,82,4.49,,,,,0,,,,,,,,,,,,,,,,,
6/6/20,Santa Rita Jail,Alameda County,1850,,780,173,39,9.35 ,57,0,0,17,,85,4.59,,,,,0,,,,,,,,,,,,,,,,,
6/7/20,Santa Rita Jail,Alameda County,1812,0,806,176,57,9.71 ,57,0,0,12,,83,4.58,,,,,0,,,,,,,,,,,,,,,,,
6/8/20,Santa Rita Jail,Alameda County,1810,-40,806,176,36,9.72 ,58,0,0,10,,84,4.64,,,,,0,,,,,,,,,,,,,,,,,
6/9/20,Santa Rita Jail,Alameda County,1807,-101,825,167,26,9.24 ,58,0,0,11,,85,4.7,,,,,0,,,,,,,,,,,,,,,,,
6/10/20,Santa Rita Jail,Alameda County,1792,-74,840,168,20,9.38 ,58,0,0,12,,132,7.37,,,,,0,,,,,,,,,,,,,,,,,
6/11/20,Santa Rita Jail,Alameda County,1808,-18,866,158,20,8.74 ,59,1,0,16,,127,7.02,,,,,0,,,,,,,,,,,,,,,,,
6/12/20,Santa Rita Jail,Alameda County,1812,-13,886,133,10,7.34 ,59,1,0,11,,129,7.12,,,,,0,,,,,,,,,,,,,,,,,
6/13/20,Santa Rita Jail,Alameda County,,,,,,,60,1,0,,,,,,,,,0,,,,,,,,,,,,,,,,,
6/14/20,Santa Rita Jail,Alameda County,1809,-3,926,120,32,6.63 ,60,2,0,8,,137,7.57,,,,,0,,,,,,,,,,,,,,,,,
6/15/20,Santa Rita Jail,Alameda County,1804,-6,927,121,5,6.71 ,60,2,0,8,,143,7.93,,,,,0,,,,,,,,,,,,,,,,,
6/16/20,Santa Rita Jail,Alameda County,1814,7,947,122,3,6.73 ,60,2,0,7,,144,7.94,,,,,0,,,,,,,,,,,,,,,,,
6/17/20,Santa Rita Jail,Alameda County,1793,1,957,117,12,6.53 ,60,2,0,7,,140,7.81,,,,,0,,,,,,,,,,,,,,,,,
6/18/20,Santa Rita Jail,Alameda County,1799,-9,979,113,22,6.28 ,61,3,0,9,,141,7.84,,,,,0,,,,,,,,,,,,,,,,,
6/19/20,Santa Rita Jail,Alameda County,1805,-7,1001,115,23,6.37 ,61,2,0,8,,146,8.09,,,,,0,,,,,,,,,,,,,,,,,
6/20/20,Santa Rita Jail,Alameda County,1797,,1013,,20,,62,1,0,4,,156,8.68,,,,,0,,,,,,,,,,,,,,,,,
6/21/20,Santa Rita Jail,Alameda County,1801,-8,1070,144,52,8.00 ,62,0,0,4,,156,8.66,,,,,0,,,,,,,,,,,,,,,,,
6/22/20,Santa Rita Jail,Alameda County,1812,8,1070,143,2,7.89 ,62,0,0,6,,156,8.61,,,,,0,,,,,,,,,,,,,,,,,
6/23/20,Santa Rita Jail,Alameda County,1808,-6,1093,146,23,8.08 ,62,0,0,4,,155,8.57,,,,,0,,,,,,,,,,,,,,,,,
6/24/20,Santa Rita Jail,Alameda County,1805,12,1141,184,51,10.19 ,62,0,0,4,,156,8.64,,,,,0,,,,,,,,,,,,,,,,,
6/25/20,Santa Rita Jail,Alameda County,1796,-3,1209,230,72,12.81 ,63,0,0,6,,152,8.46,,,,,0,,,,,,,,,,,,,,,,,
6/26/20,Santa Rita Jail,Alameda County,1812,7,1232,231,92,12.75 ,63,0,0,6,,151,8.33,52,11,8,44,0,,,,,,,,,,,,,,,,,
6/27/20,Santa Rita Jail,Alameda County,1793,-4,1283,270,29,15.06 ,65,2,0,5,,151,8.42,,,,,0,,,,,,,,,,,,,,,,,
6/28/20,Santa Rita Jail,Alameda County,1831,30,1356,286,53,15.62 ,65,2,0,6,,153,8.36,52,11,9,43,0,,,,,,,,,,,,,,,,,
6/29/20,Santa Rita Jail,Alameda County,1823,11,1356,286,8,15.69 ,65,2,0,8,,152,8.34,52,11,9,43,0,,,,,,,,,,,,,,,,,
6/30/20,Santa Rita Jail,Alameda County,1817,9,1409,316,57,17.39 ,65,2,0,10,,155,8.53,52,11,9,43,0,,,,,,,,,,,,,,,,,
7/1/20,Santa Rita Jail,Alameda County,1806,1,1441,300,34,16.61 ,65,2,0,7,,153,8.47,52,11,9,43,0,,,,,,,,,,,,,,,,,
7/2/20,Santa Rita Jail,Alameda County,1806,10,1477,268,40,14.84 ,65,2,0,18,,155,8.58,52,11,9,43,0,,,,,,,,,,,,,,,,,
7/3/20,Santa Rita Jail,Alameda County,1819,7,1489,257,18,14.13 ,65,2,0,14,,157,8.63,52,11,9,43,0,,,,,,,,,,,,,,,,,
7/4/20,Santa Rita Jail,Alameda County,1831,38,1528,245,48,13.38 ,65,2,0,14,,159,8.68,52,11,9,43,0,,,,,,,,,,,,,,,,,
7/5/20,Santa Rita Jail,Alameda County,1852,21,1549,193,69,10.42 ,65,2,0,16,,160,8.64,52,11,9,43,0,,,,,,,,,,,,,,,,,
7/6/20,Santa Rita Jail,Alameda County,1861,38,1566,210,39,11.28 ,66,0,0,18,,165,8.87,54,12,9,45,0,,,,,,,,,,,,,,,,,
7/7/20,Santa Rita Jail,Alameda County,1849,32,1577,168,33,9.09 ,66,0,0,16,,161,8.71,54,12,9,45,0,,,,,,,,,,,,,,,,,
7/8/20,Santa Rita Jail,Alameda County,1840,34,1638,197,66,10.71 ,67,1,0,12,,160,8.7,54,12,9,45,0,,,,,,,,,,,,,,,,,
7/9/20,Santa Rita Jail,Alameda County,1838,32,1660,183,28,9.96 ,67,1,0,14,,156,8.49,54,12,9,45,0,,,,,,,,,,,,,,,,,
7/10/20,Santa Rita Jail,Alameda County,1844,25,1715,226,81,12.26 ,68,2,0,20,,160,8.68,54,12,9,45,0,,,,,,,,,,,,,,,,,
7/11/20,Santa Rita Jail,Alameda County,1835,4,1745,217,40,11.83 ,69,2,0,27,,162,8.83,54,13,9,45,0,,,,,,,,,,,,,,,,,
7/12/20,Santa Rita Jail,Alameda County,1857,5,1770,221,61,11.90 ,69,2,0,23,,158,8.51,54,13,9,45,0,,,,,,,,,,,,,,,,,
7/13/20,Santa Rita Jail,Alameda County,1856,-5,1770,204,32,10.99 ,72,5,0,20,,157,8.46,54,13,9,45,0,,,,,,,,,,,,,,,,,
7/14/20,Santa Rita Jail,Alameda County,1848,-1,1812,235,28,12.72 ,76,7,0,24,,161,8.71,54,15,9,45,0,,,,,,,,,,,,,,,,,
7/15/20,Santa Rita Jail,Alameda County,1843,3,1883,245,82,13.29 ,76,6,0,24,,161,8.74,54,16,9,45,0,,,,,,,,,,,,,,,,,
7/16/20,Santa Rita Jail,Alameda County,1858,20,1981,321,105,17.28 ,116,46,0,68,,157,8.45,54,16,9,45,0,,,,,,,,,,,,,,,,,
7/17/20,Santa Rita Jail,Alameda County,1844,0,2001,286,30,15.51 ,171,101,0,118,,153,8.3,54,16,9,45,0,,,,,,,,,,,,,,,,,
7/18/20,Santa Rita Jail,Alameda County,1855,20,2035,290,42,15.63 ,173,103,0,124,,159,8.57,54,16,9,45,0,,,,,,,,,,,,,,,,,
7/19/20,Santa Rita Jail,Alameda County,1886,29,2066,296,73,15.69 ,,101,0,124,,160,8.48,54,17,10,44,0,,,,,,,,,,,,,,,,,
7/20/20,Santa Rita Jail,Alameda County,1896,40,2067,297,9,15.66 ,177,106,1,120,,158,8.33,54,17,10,44,0,,,,,,,,,,,,,,,,,
7/21/20,Santa Rita Jail,Alameda County,1882,34,,,,,,103,1,121,,159,8.45,56,17,10,46,0,,,,,,,,,,,,,,,,,
7/22/20,Santa Rita Jail,Alameda County,1864,21,2144,261,37,14.00 ,178,103,1,113,,159,8.53,57,18,11,46,0,,,,,,,,,,,,,,,,,
7/23/20,Santa Rita Jail,Alameda County,1871,13,2159,178,18,9.51 ,181,104,1,114,,164,8.77,59,18,11,48,0,,,,,,,,,,,,,,,,,
7/24/20,Santa Rita Jail,Alameda County,1888,44,2191,190,31,10.06 ,187,110,1,125,,165,8.74,59,18,11,48,0,,,,,,,,,,,,,,,,,
7/25/20,Santa Rita Jail,Alameda County,1867,12,2229,194,5,10.39 ,196,91,1,96,,170,9.11,85,20,11,74,0,,,,,,,,,,,,,,,,,
7/26/20,Santa Rita Jail,Alameda County,1879,-7,2244,178,22,9.47 ,195,42,1,45,,147,7.82,133,20,11,122,0,,,,,,,,,,,,,,,,,
7/27/20,Santa Rita Jail,Alameda County,1872,-24,2244,177,2,9.46 ,196,37,1,42,,147,7.85,139,20,11,128,0,,,,,,,,,,,,,,,,,
7/28/20,Santa Rita Jail,Alameda County,1874,-8,2264,,24,,196,22,1,30,,148,7.9,154,20,11,143,0,,,,,,,,,,,,,,,,,
7/29/20,Santa Rita Jail,Alameda County,1867,3,2303,159,41,8.52 ,196,24,1,30,,153,8.19,152,20,11,141,0,,,,,,,,,,,,,,,,,
7/30/20,Santa Rita Jail,Alameda County,1878,7,2341,182,39,9.69 ,199,27,1,35,,155,8.25,152,20,11,141,0,,,,,,,,,,,,,,,,,
7/31/20,Santa Rita Jail,Alameda County,1886,-2,2391,200,48,10.60 ,201,28,1,36,,154,8.17,152,21,11,141,0,,,,,,,,,,,,,,,,,
8/1/20,Santa Rita Jail,Alameda County,1877,10,2408,179,50,9.54 ,201,22,1,31,,155,8.26,157,22,13,144,0,,,,,,,,,,,,,,,,,
8/2/20,Santa Rita Jail,Alameda County,1877,-2,2441,197,67,10.50 ,202,17,1,26,,147,7.83,164,21,13,151,0,,,,,,,,,,,,,,,,,
8/3/20,Santa Rita Jail,Alameda County,1891,19,2444,200,4,10.58 ,205,19,2,25,,149,7.88,165,21,13,152,0,,,,,,,,,,,,,,,,,
8/4/20,Santa Rita Jail,Alameda County,1862,-12,2485,221,43,11.87 ,205,13,2,19,,151,8.11,170,22,13,157,0,,,,,,,,,,,,,,,,,
8/5/20,Santa Rita Jail,Alameda County,1866,-1,2498,195,13,10.45 ,206,14,2,20,,156,8.36,170,22,14,156,0,,,,,,,,,,,,,,,,,
8/6/20,Santa Rita Jail,Alameda County,1875,-3,2526,185,27,9.87 ,207,14,2,22,,157,8.37,170,23,14,156,0,,,,,,,,,,,,,,,,,
8/7/20,Santa Rita Jail,Alameda County,1878,-8,2574,183,33,9.74 ,207,10,2,16,,157,8.36,,,14,,0,,,,,,,,,,,,,,,,,
8/8/20,Santa Rita Jail,Alameda County,1869,-8,2603,195,28,10.43 ,207,9,2,15,,159,8.51,174,24,14,160,0,,,,,,,,,,,,,,,,,
8/9/20,Santa Rita Jail,Alameda County,1888,11,2618,177,18,9.38 ,208,10,2,15,,156,8.26,174,24,14,160,0,,,,,,,,,,,,,,,,,
8/10/20,Santa Rita Jail,Alameda County,1917,26,2612,168,14,8.76 ,208,8,2,13,,157,8.19,176,24,14,162,0,,,,,,,,,,,,,,,,,
8/11/20,Santa Rita Jail,Alameda County,1877,15,2633,148,34,7.88 ,208,8,2,16,,153,8.15,176,24,14,162,0,,,,,,,,,,,,,,,,,
8/12/20,Santa Rita Jail,Alameda County,1869,3,2684,186,50,9.95 ,208,8,2,16,,151,8.08,176,24,14,162,0,,,,,,,,,,,,,,,,,
8/13/20,Santa Rita Jail,Alameda County,1874,-1,2706,180,24,9.61 ,211,5,2,15,,150,8,182,24,14,168,0,,,,,,,,,,,,,,,,,
8/14/20,Santa Rita Jail,Alameda County,1886,8,2732,158,26,8.38 ,211,5,2,15,,156,8.27,182,24,17,165,0,,,,,,,,,,,,,,,,,
8/15/20,Santa Rita Jail,Alameda County,1892,23,2809,206,64,10.89 ,213,5,2,15,,155,8.19,183,25,17,166,0,,,,,,,,,,,,,,,,,
8/16/20,Santa Rita Jail,Alameda County,1913,25,2846,228,40,11.92 ,226,18,2,15,,162,8.47,183,25,17,166,0,,,,,,,,,,,,,,,,,
8/17/20,Santa Rita Jail,Alameda County,1920,3,2846,234,35,12.19 ,228,20,2,30,,155,8.07,183,25,17,166,0,,,,,,,,,,,,,,,,,
8/18/20,Santa Rita Jail,Alameda County,1899,22,2885,252,39,13.27 ,231,21,2,33,,152,8,185,25,17,168,0,,,,,,,,,,,,,,,,,
8/19/20,Santa Rita Jail,Alameda County,1896,27,2909,225,30,11.87 ,234,24,2,35,,152,8.02,185,25,17,168,0,,,,,,,,,,,,,,,,,
8/20/20,Santa Rita Jail,Alameda County,1891,17,2940,234,38,12.37 ,234,24,2,35,,150,7.93,185,25,19,166,0,,,,,,,,,,,,,,,,,
8/21/20,Santa Rita Jail,Alameda County,1912,26,2970,238,35,12.45 ,234,24,2,33,,146,7.64,185,25,19,166,0,,,,,,,,,,,,,,,,,
8/22/20,Santa Rita Jail,Alameda County,1896,4,3018,209,54,11.02 ,234,21,2,35,,146,7.7,188,25,19,169,0,,,,,,,,,,,,,,,,,
8/23/20,Santa Rita Jail,Alameda County,1919,6,3043,197,36,10.27 ,239,24,2,35,,147,7.66,188,25,19,169,0,,,,,,,,,,,,,,,,,
8/24/20,Santa Rita Jail,Alameda County,1930,10,3042,196,27,10.16 ,239,24,2,35,,152,7.88,188,27,19,169,0,,,,,,,,,,,,,,,,,
